smiles,value
CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23,-4.114
C1CCC2CCCCC2C1,-5.19
BrC(Cl)Cl,-1.54
c1ccc2c(c1)[nH]c3ccccc32,-5.27
CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C,-5.24
CCCCCl,-2.03
Cc2c(N)c(=O)n(c1ccccc1)n2C,-0.624
OCC(O)C(O)C(O)C(O)CO,0.06
CCc1ccc2ccccc2c1,-4.29
Oc1ccc(cc1)N(=O)=O,-0.74
C1CCCCCCC1,-4.15
CCN2c1ncccc1N(C)C(=O)c3cccnc23,-2.62
Clc1cccc(Cl)c1Cl,-4.0
O=C1NC(=O)NC(=O)C1(CC)CC,-2.4
CC(C)C,-2.55
CN(C)C=Nc1ccc(Cl)cc1C,-2.86
N(c1ccccc1)c2ccccc2,-3.5039999999999996
CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-5.184
CC(C)(C)CCO,-0.5
CCC1(CCC(=O)NC1=O)c2ccccc2,-2.3369999999999997
CCCCCCCCCO,-3.01
NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,-3.451
Oc1ccc(Cl)cc1,-0.7
CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C,-3.59
OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23,-1.23
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.144
Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl,-7.92
CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23,-6.005
Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,-3.4989999999999997
COC(=O)c1ccccc1C(=O)OC,-1.66
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,-5.115
Fc1c[nH]c(=O)[nH]c1=O,-1.077
O=N(=O)c1ccccc1N(=O)=O,-3.1
c1(Br)c(Br)cc(Br)cc1,-4.5
Oc1c(I)cc(C#N)cc1I,-3.61
CCCCCC,-3.84
CCCCC(C)(O)CC,-1.6
c1ccc2c(c1)sc3ccccc23,-4.38
CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3,-8.6
Cc1cc(=O)[nH]c(=S)[nH]1,-2.436
CCCC/C=C/C,-3.82
CCCCCCCC,-5.24
Cc1cc(C)cc(O)c1,-1.4
Cl\C=C/Cl,-1.3
Cc1cc(C)c(C)c(C)c1C,-4.0
ClC(Cl)(Cl)C(Cl)(Cl)Cl,-3.67
CNC(=O)Oc1ccccc1C(C)C,-2.863
Cn1cnc2n(C)c(=O)[nH]c(=O)c12,-2.523
CCc1ccccc1,-2.77
CO,1.57
c1ccoc1,-0.82
c1ccc2c(c1)ccc3ccccc32,-5.26
c1ccc(cc1)c2ccccc2,-4.345
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.176
Oc1ccc(Br)cc1,-1.09
O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23,-3.043
ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O,-5.4
Cc1ccc(C)cc1,-2.77
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43
c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,-7.92
OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5,-4.445
CCOC=O,0.15
CCCCC1(CC)C(=O)NC(=O)NC1=O,-1.661
Nc1ccccc1N(=O)=O,-1.96
CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36
Cc1ccc(O)c(C)c1,-1.19
O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,-2.39
CCC(C)C,-3.18
CCc1cccc2ccccc12,-4.17
Nc1cccc2ccccc12,-1.92
Oc1ccccc1O,0.62
ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,-5.03
c1ccc2c(c1)cnc3ccccc23,-2.78
Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-7.92
CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,-4.925
Clc1ccccc1c2ccccc2Cl,-5.27
Cc1ccc(cc1N(=O)=O)N(=O)=O,-2.82
O=N(=O)c1cc(Cl)c(Cl)cc1,-3.2
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,-0.85
CCCC=C,-2.68
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.017000000000001
CCCC=C(CC)C=O,-2.46
CCC(C)O,0.47
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.8169999999999997
Cc1ccccc1C,-2.8
CC(C)=CCC/C(C)=C\CO,-2.46
CC1(C)C2CCC1(C)C(=O)C2,-1.96
CCCCC=O,-0.85
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.281
CC(OC(=O)Nc1cccc(Cl)c1)C#C,-2.617
CCCC(C)(C)O,-0.49
Nc2cnn(c1ccccc1)c(=O)c2Cl,-2.878
Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl,-6.47
CCCCCO,-0.6
CCCCC(=O)OC,-1.34
Cc1ccc(Br)cc1,-3.19
CCCC(=O)CC,-0.83
Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-7.28
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.09
CN(C)C(=O)C,1.11
Oc1ccc2ccccc2c1,-2.28
FC(F)(F)c1ccccc1,-2.51
COc2ncc1nccnc1n2,-1.11
Clc1cccc(Cl)c1c2ccccc2,-5.21
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-2.93
O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23,-3.928
CN(C)c1nc(nc(n1)N(C)C)N(C)C,-3.364
c3ccc2c(O)c1ccccc1cc2c3,-4.73
Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,-3.9530000000000003
COc2c1occc1cc3ccc(=O)oc23,-3.6639999999999997
CCCC(C)(COC(N)=O)COC(N)=O,-1.807
Cn1c(=O)n(C)c2nc[nH]c2c1=O,-1.39
CCCCCc1ccccc1,-4.64
NC(=O)CCl,-0.02
Clc1cccc(c1)c2cc(Cl)ccc2Cl,-6.01
Cc1cc(C)c(O)c(C)c1,-2.05
CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,-2.696
CCCOC=O,-0.49
Oc1ccc(O)cc1,-0.17
Nc1ccc(O)cc1,-0.8
CCCC(C)CO,-1.11
Nc1ccccc1Cl,-1.52
Clc1ccc(Br)cc1,-3.63
CNC(=O)Oc1cc(C)cc(C)c1,-2.5810000000000004
Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,-3.685
COc1ccccc1O,-1.96
CCCCCC(C)C,-5.08
CC(C)Br,-1.59
Cc1cc(C)c2ccccc2c1,-4.29
CC#C,-0.41
CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,-4.4110000000000005
CCCCCC=O,-1.3
CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.21
Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,-6.02
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,-4.883
Nc1nc(O)nc2nc[nH]c12,-3.4010000000000002
CC(=C)C=C,-2.03
CN(C)C(=S)SSC(=S)N(C)C,-3.9
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,-6.307
CC1CO1,-0.59
COP(=S)(OC)SCC(=O)N(C)C=O,-1.995
Clc1cccc(Cl)c1,-3.04
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-7.15
CC=C,-1.08
c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,-4.24
CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23,-3.36
CNC(=O)C(C)SCCSP(=O)(OC)(OC),1.1440000000000001
CCCN(=O)=O,-0.8
Nc1c(C)c[nH]c(=O)n1,-1.4580000000000002
CCCCc1ccccc1,-4.06
CCCCCBr,-3.08
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.15
c1(OC)ccc(CC=C)cc1,-2.92
CNC(=O)C=C(C)OP(=O)(OC)OC,0.6509999999999999
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2
CCC(C)(C)Cl,-2.51
C1OC(O)C(O)C(O)C1O,0.39
Oc1ccncc1,1.02
Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,-2.82
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.45
CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-5.284
O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-6.301
CSSC,-1.44
Sc2nc1ccccc1s2,-3.18
CN(=O)=O,0.26
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,-1.8
CC1=CC(=O)CC(C)(C)C1,-1.06
CCCOC(=O)C,-0.72
CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,-4.328
Cc1c2ccccc2cc3ccccc13,-5.89
Clc1ccc(cc1)c2cccc(Cl)c2Cl,-6.29
OC1CCCCC1,-0.44
CBr,-0.79
CCC(C)(C)CO,-1.04
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2
CCC(C)(C)CC,-4.23
c1ccc2c(c1)ccc3c4ccccc4ccc23,-8.057
c1c(NC(=O)OC(C)C(=O)NCC)cccc1,-1.83
c1c(Br)ccc2ccccc12,-4.4
O=Cc1ccccc1,-1.19
CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,-4.71
ClCC(C)C,-2.0
CC(C)c1ccc(C)cc1,-3.77
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-3.37
CCC=O,0.58
CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.239
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-5.752000000000001
CCCC(O)CC,-0.8
c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,-8.23
CCCCBr,-2.37
CNC(=O)Oc1ccccc1C2OCCO2,-1.57
CC(C)COC=O,-1.01
Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1,-6.01
O=Cc1ccco1,-0.1
Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,-3.79
CCCCCCCCCCCCCCCCCCCCCCCCCC,-8.334
Oc1cccc(Cl)c1,-0.7
Nc1cccc(Cl)c1,-1.37
CCOC(=O)CC(=O)OCC,-0.82
CCNc1nc(Cl)nc(NC(C)C)n1,-3.85
OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O,-3.952
CC(C)CBr,-2.43
CCCBr,-1.73
CC(C)I,-2.09
CN(C)C(=O)SCCCCOc1ccccc1,-3.927
c2ccc1ocnc1c2,-1.16
CC12CCC(CC1)C(C)(C)O2,-1.64
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl,-8.71
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96
CCNc1nc(NC(C)C)nc(SC)n1,-3.04
CCI,-1.6
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,-4.19
C1CCOC1,0.49
COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928
O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3,-4.593999999999999
CCCCCC1CCCC1,-6.08
CCCCCOC(=O)CC,-1.28
CC(=C)C1CC=C(C)C(=O)C1,-2.06
CC(C)C1CCC(C)CC1=O,-2.35
CCCCC,-3.18
CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,-5.27
c1ccccc1C(O)c2ccccc2,-2.55
CC,-1.36
Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-9.15
CCOP(=O)(OCC)OCC,0.43
c1ccsc1,-1.33
ClCC(Cl)Cl,-1.48
CC(C)=CCCC(C)=CC(=O),-2.06
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,-4.71
CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,-5.24
C=Cc1ccccc1,-2.82
ClCc1ccccc1,-2.39
c1cnc2c(c1)ccc3ncccc23,-2.68
O=C1CCCN1,1.07
COC(=O)c1cc(O)c(O)c(O)c1,-1.24
OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,-3.6039999999999996
NC(=O)NC1NC(=O)NC1=O,-1.6
CCCCCOC(=O)C,-1.89
O=C1NCCN1c2ncc(s2)N(=O)=O,-3.22
CC34CCC1C(CCC2CC(O)CCC12C)C3CCC4=O,-4.16
CCCC#C,-1.64
NC(=O)N,0.96
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9
CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O,-4.743
COCOC,0.48
Cc1cccc2c1Cc3ccccc32,-5.22
CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-5.37
Oc1c(Cl)cccc1Cl,-1.79
Clc1ccc(cc1)c2ccccc2Cl,-5.28
O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2,-2.81
C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),-1.99
CCC(O)C(C)C,-0.7
Oc1cccc2cccnc12,-2.42
CCCC(=C)C,-3.03
Nc1ccccc1,-0.41
O=N(=O)c1cccc(c1)N(=O)=O,-2.29
NC(=O)NCc1ccccc1,-0.95
COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,-4.04
NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl,-2.63
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,-3.785
CCN2c1ccccc1N(C)C(=O)c3ccccc23,-4.749
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28
CNC(=O)ON=C(SC)C(=O)N(C)C,0.106
CC(C)C=C,-2.73
Cc1cc2ccccc2cc1C,-4.72
Oc1ccc(Cl)c(Cl)c1,-1.25
CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23,-5.153
CCCOC,-0.39
Cc1cccc(C)n1,0.45
CCCCOC=O,-1.37
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2,-4.93
CNc1ccccc1,-1.28
c1cC2C(=O)NC(=O)C2cc1,-2.932
CC/C=C\C,-2.54
Oc1cc(Cl)cc(Cl)c1Cl,-2.67
CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,-3.7539999999999996
CC(=O)Nc1ccc(Cl)cc1,-2.843
CC(C)CC(C)(C)C,-4.74
Cc1cccc2c(C)cccc12,-4.678999999999999
Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.82
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.6129999999999995
CCC1(C(=O)NCNC1=O)c2ccccc2,-2.64
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O,-3.38
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,-4.02
CC(C)CCCO,-1.14
Nc1ccc(cc1)c2ccc(N)cc2,-2.7
CCCSCCC,-2.58
c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,-4.53
Nc2nc1[nH]cnc1c(=O)[nH]2,-3.583
OCc1ccccc1,-0.4
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24
O=C1NC(=O)NC(=O)C1(C)CC,-1.228
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-2.016
c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,-9.332
Clc2ccc1oc(=O)[nH]c1c2,-2.8310000000000004
COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,-4.31
CNC(=O)Oc1cccc2ccccc12,-3.2239999999999998
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl,-7.42
CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O,-3.5860000000000003
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.017999999999999
CCCCN(CC)C(=O)SCCC,-3.53
CCOC(C)OCC,-0.43
CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,-5.16
CCCCCCCCCCO,-3.63
Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,-2.404
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-2.5180000000000002
Cc1ccc(N)cc1,-1.21
COc1ccc(C=CC)cc1,-3.13
O=N(=O)c1ccccc1,-1.8
Cc1ncc(N(=O)=O)n1CCO,-1.22
Oc1cccc2ccccc12,-2.22
O=C2NC(=O)C1(CCC1)C(=O)N2,-1.655
NC(=N)NS(=O)(=O)c1ccc(N)cc1,-1.99
ClCC(Cl)(Cl)Cl,-2.18
Oc2ccc1ncccc1c2,-2.16
CC(C)CO,0.1
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-3.81
CCc1ccc(C)cc1,-3.11
CCCCC(C)(C)O,-1.08
c1ccc2cc3cc4ccccc4cc3cc2c1,-8.6
O=C1N(COC(=O)CCCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-6.523
CN(C)C(=O)N(C)C,0.94
CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO,-3.68
CC(C)C(C)C,-3.65
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,-4.5760000000000005
Nc1ccc(Cl)cc1,-1.66
c1ccnnc1,1.1
Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-8.6
Brc1ccc(I)cc1,-4.56
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cccc2Cl,-7.32
CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,-4.873
c2ccc1[nH]nnc1c2,-0.78
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.28
CCCCCCCCBr,-5.06
CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C,-4.65
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.43
OC(C(=O)c1ccccc1)c2ccccc2,-2.85
CC(C)Cc1ccccc1,-4.12
C/C=C/C=O,0.32
NC(=S)Nc1ccccc1,-1.77
Nc1ccc(cc1)N(=O)=O,-2.37
O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.47
ClCCl,-0.63
Cc1ncnc2nccnc12,-0.466
CCC(CC)C=O,-1.52
CCCCCCc1ccccc1,-5.21
CC(C)OC(C)C,-1.1
CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,-5.282
Clc1cccc(I)c1,-3.55
Nc1cc(nc(N)n1=O)N2CCCCC2,-1.989
COC(=O)C,0.46
C=CCS(=O)SCC=C,-0.83
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-5.46
O=C1NC(=O)C(=O)C(=O)N1,-1.25
CCC(=O)CC,-0.28
O=C1CNC(=O)N1,-0.4
CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.53
CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,-3.4930000000000003
c1ccncc1,0.76
CC(=O)c1ccccc1,-1.28
Cc1ccc(C)c2ccccc12,-4.14
CCCC,-2.57
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,-4.862
Oc1ccc(cc1)c2ccccc2,-3.48
CC(C)C(=O)C(C)C,-1.3
OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,-0.85
CCCO,0.62
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-3.1
CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O,-4.13
CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,-6.78
N#Cc1ccccc1,-1.0
CC(=O)Nc1ccccc1,-1.33
CC(Cl)(Cl)Cl,-2.0
Clc1ccc(cc1)c2ccc(Cl)cc2,-6.56
CN(C)C(=O)Nc1ccc(Cl)cc1,-2.89
Cc1ccccc1,-2.21
c2ccc1nc(ccc1c2)c4ccc3ccccc3n4,-5.4
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.8
CC1=C(SCCO1)C(=O)Nc2ccccc2,-3.14
C1Cc2ccccc2C1,-3.04
Cc1ccncc1C,0.36
CC(C)C1CCC(C)CC1O,-2.53
O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,-2.658
O2c1ccccc1N(C)C(=O)c3cccnc23,-3.6719999999999997
COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,-4.16
CCN2c1cc(Cl)ccc1NC(=O)c3cccnc23,-5.36
CCCCCCCCCC(=O)OC,-4.69
OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,-0.41
COc2cnc1ncncc1n2,-1.139
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.11
CC(C)CC(=O)C,-0.74
Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl,-7.66
Cc1c[nH]c(=O)[nH]c1=O,-1.506
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-3.483
Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,-4.7
O=C1CCCCC1,-0.6
Cc1ccccc1Cl,-3.52
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19
CCSSCC,-2.42
Cc1occc1C(=O)Nc2ccccc2,-3.3
CC(C)N(=O)=O,-0.62
BrC(Br)Br,-1.91
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-5.67
CCCCC(C)O,-0.89
CCCCCCCCCCCCO,-4.8
CCCCCCO,-1.24
Clc1cc(Cl)cc(Cl)c1,-4.48
Ic1cccc2ccccc12,-4.55
CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.338
